Sno,Candidate∇,Constituency,Party,Criminal Case,Education,Total Assets,Liabilities
1979,Kulbhushan Virbhan Patil,JALGAON CITY,IND,7,12th Pass,"Rs 13,41,50,486 ~ 13 Crore+","Rs 5,77,600 ~ 5 Lacs+"
1980,Kuldeep Dhiraj Appasaheb Kadam Patil,TULJAPUR,INC,0,Graduate Professional,,
1981,Kuldeep Sudam Konde,BHOR,IND,3,10th Pass,"Rs 1,60,84,757 ~ 1 Crore+","Rs 5,32,000 ~ 5 Lacs+"
1982,Kulthe Sandeep Sudhakar,GHATKOPAR EAST,MNS,0,Graduate,"Rs 3,06,82,215 ~ 3 Crore+",Rs 0 ~
1983,Kumar Ananda Londhe,MALSHIRAS (SC),IND,0,Post Graduate,,
1984,Kumare Pravin Ramrao,RAJURA,IND,0,Graduate Professional,"Rs 36,81,041 ~ 36 Lacs+","Rs 12,54,287 ~ 12 Lacs+"
1985,Kumram Mahesh Jayram,AHERI (ST),IND,0,10th Pass,"Rs 3,20,757 ~ 3 Lacs+",Rs 0 ~
1986,Kunal Baburao Wawhal,PAITHAN,IND,0,12th Pass,,
1987,Kunal Kishor Kalbende,NAGPUR SOUTH,Desh Janhit Party,0,Graduate,"Rs 30,000 ~ 30 Thou+",Rs 0 ~
1988,Kunal Patil,NAGPUR SOUTH,Bhim Sena,0,12th Pass,"Rs 15,000 ~ 15 Thou+",Rs 0 ~
1989,Kunal Premanand Janbandhu,NAGPUR NORTH (SC),Minorities Democratic Party,0,12th Pass,,
1990,Kunal Purushottam Gaikwad,BALLARPUR,IND,0,Graduate Professional,"Rs 19,083 ~ 19 Thou+",Rs 0 ~
1991,Kunal Sarmalkar,VANDRE EAST,IND,1,12th Pass,"Rs 6,59,95,270 ~ 6 Crore+",Rs 0 ~
1992,Kunal Shivaji Suryawanshi,MALEGAON OUTER,IND,0,12th Pass,,
1993,Kunal Suresh Landge,AURANGABAD WEST (SC),BSP,1,12th Pass,"Rs 58,26,700 ~ 58 Lacs+","Rs 65,83,122 ~ 65 Lacs+"
1994,Kunal Vijay Mainkar,BORIVALI,MNS,1,Graduate Professional,"Rs 2,31,95,007 ~ 2 Crore+","Rs 55,00,000 ~ 55 Lacs+"
1995,Kunalbaba Rohidas Patil,DHULE RURAL,INC,2,Graduate Professional,,
1996,Kundan Chokha Jambhulkar,DEOLI,Vanchit Bahujan Aaghadi,2,12th Pass,"Rs 20,12,911 ~ 20 Lacs+","Rs 6,00,000 ~ 6 Lacs+"
1997,Kundan Hindurao Waghmare,ANDHERI EAST,BSP,0,10th Pass,"Rs 5,000 ~ 5 Thou+",Rs 0 ~
1998,Kundan Prabhakar Gharat,URAN,IND,0,10th Pass,,
1999,Kundlik Haribhau Khande,BEED,Maharashtra Swarajya party,9,12th Pass,"Rs 2,78,54,420 ~ 2 Crore+",Rs 0 ~
2000,Kundlik Vitthal Wakhare,JALNA,IND,0,12th Pass,"Rs 71,000 ~ 71 Thou+",Rs 0 ~
2001,Kupekar - Babhulkar Nandatai Alias Nandini,CHANDGAD,NCP-Sharadchandra Pawar,2,Post Graduate,,
2002,Kute Sanjay Shriram,JALGAON (JAMOD),BJP,0,Graduate Professional,"Rs 18,92,25,617 ~ 18 Crore+","Rs 5,28,24,106 ~ 5 Crore+"
2003,Lahu Hanmantrao Shewale,AURANGABAD EAST,INC,0,10th Pass,"Rs 1,05,07,536 ~ 1 Crore+",Rs 0 ~
2004,Lahu Mahadev Bansode,KAIJ (SC),IND,1,12th Pass,,
2005,Lahu Raghunath Khune,OSMANABAD,BSP,0,Graduate,"Rs 56,10,000 ~ 56 Lacs+","Rs 5,65,000 ~ 5 Lacs+"
2006,Lakhan Dewaji Pawar,SAKRI (ST),Bharat Adivasi Party,1,Post Graduate,"Rs 4,10,000 ~ 4 Lacs+",Rs 0 ~
2007,Lakhn Alias Laxman Baban Jawale,PUNE CANTONMENT (SC),IND,0,5th Pass,,
2008,Laleetkumar Ramkishor Ghogale,JALGAON CITY,Vanchit Bahujan Aaghadi,0,Graduate Professional,"Rs 29,76,585 ~ 29 Lacs+","Rs 5,31,300 ~ 5 Lacs+"
2009,Lalit Sudhakarrao Bahale,AKOT,Swatantra Bharat Paksha,1,Graduate,"Rs 3,38,07,259 ~ 3 Crore+","Rs 9,95,728 ~ 9 Lacs+"
2010,Lalu Dastagir Soudagar,BARSHI,IND,0,8th Pass,,
2011,Lateef Jabbar Khan,AURANGABAD EAST,IND,0,5th Pass,"Rs 20,000 ~ 20 Thou+",Rs 0 ~
2012,Latif Akbar Shaikh,SHIVAJINAGAR,BSP,0,10th Pass,"Rs 91,64,500 ~ 91 Lacs+",Rs 0 ~
2013,Latta Madhavrao Falke,HADGAON,IND,0,Graduate,,
2014,Lavkesh Chotelal Patel,OVALA MAJIWADA,IND,2,12th Pass,"Rs 30,21,800 ~ 30 Lacs+","Rs 7,75,000 ~ 7 Lacs+"
2015,Laxman Eknath Giri,PHOLAMBARI,IND,0,5th Pass,"Rs 6,95,000 ~ 6 Lacs+",Rs 0 ~
2016,Laxman Gunda Pujari,JAT,IND,0,Post Graduate,,
2017,Laxman Nagu Kaikadi,KALINA,IND,0,8th Pass,"Rs 29,69,865 ~ 29 Lacs+","Rs 1,60,000 ~ 1 Lacs+"
2018,Laxman Ram Kumbhar,BHOR,Dalit Soshit Pichhara Varg Adhikar Dal,0,12th Pass,"Rs 41,32,828 ~ 41 Lacs+","Rs 11,70,000 ~ 11 Lacs+"
2019,Laxman Sonaji Kamble,PHOLAMBARI,IND,0,12th Pass,,
2020,Laxmi Ravindra Tathe,DEOLALI (SC),IND,6,5th Pass,"Rs 3,08,61,529 ~ 3 Crore+","Rs 1,90,35,000 ~ 1 Crore+"
2021,Laxmikant Gajanan Kauthakar,AKOT,IND,0,10th Pass,"Rs 65,13,044 ~ 65 Lacs+","Rs 34,45,705 ~ 34 Lacs+"
2022,Laxmikant Manikrao Jogdand,LATUR RURAL,IND,4,Graduate,,
2023,Laxmikant Manikrao Jogdand,LATUR CITY,IND,4,Graduate,"Rs 40,27,657 ~ 40 Lacs+","Rs 60,74,627 ~ 60 Lacs+"
2024,Laxmikant Shripati Atule,PARANDA,IND,1,10th Pass,"Rs 99,20,411 ~ 99 Lacs+","Rs 9,20,000 ~ 9 Lacs+"
2025,Laxmishankar Ganpat Chaudhari,TUMSAR,IND,0,5th Pass,,
2026,Leena Arjun Garad,PANVEL,Shiv Sena (Uddhav Balasaheb Thackeray),0,Graduate,"Rs 43,49,22,986 ~ 43 Crore+","Rs 1,20,02,190 ~ 1 Crore+"
2027,Leena Ghanshyam Dhole,BADNERA,Vanchit Bahujan Aaghadi,0,Graduate,"Rs 1,67,20,000 ~ 1 Crore+",Rs 0 ~
2028,Lekhami Bhagyashri Manohar,AHERI (ST),IND,0,12th Pass,,
2029,Liladhar Marotrao Kude,KATOL,IND,0,Literate,"Rs 2,60,000 ~ 2 Lacs+",Rs 0 ~
2030,Lobhsingh Ganpatrao Rathod,OVALA MAJIWADA,Vanchit Bahujan Aaghadi,0,Graduate,"Rs 5,49,98,494 ~ 5 Crore+","Rs 70,29,000 ~ 70 Lacs+"
2031,Luckybhau Bhika Jadhav,IGATPURI (ST),INC,3,Graduate,,
2032,M.Afasar M.Navaj,BHOKAR,IND,0,8th Pass,"Rs 35,000 ~ 35 Thou+",Rs 0 ~
2033,M.D. Saifan Shaikh,SOLAPUR CITY CENTRAL,IND,3,8th Pass,"Rs 74,973 ~ 74 Thou+",Rs 0 ~
2034,Macchindra Sheshrao Maghade,CHIKHLI,Socialist Party (India),0,8th Pass,,
2035,Madan Alias Rajabhaiya Ramet Pawar,WASHIM (SC),IND,2,10th Pass,"Rs 28,70,496 ~ 28 Lacs+","Rs 6,50,000 ~ 6 Lacs+"
2036,Madan Harishchandra Khale,SHIVADI,BSP,0,5th Pass,"Rs 40,10,000 ~ 40 Lacs+","Rs 8,200 ~ 8 Thou+"
2037,Madan Madhukar Yerawar,YAVATMAL,BJP,0,Others,,
2038,Madan Sitaram Karande,ICHALKARANJI,NCP-Sharadchandra Pawar,2,10th Pass,"Rs 10,70,38,044 ~ 10 Crore+","Rs 7,88,35,013 ~ 7 Crore+"
2039,Madanbhau Shankar Chavan,JAMNER,Bhartiya Jan Samrat Party,0,8th Pass,"Rs 1,34,90,775 ~ 1 Crore+",Rs 0 ~
2040,Madanlal Kedarnath Gupta,GHATKOPAR EAST,IND,0,12th Pass,,
2041,Madhav Ambadas Nirmal,MAJALGAON,IND,1,Graduate,"Rs 65,63,09,102 ~ 65 Crore+","Rs 49,38,36,791 ~ 49 Crore+"
2042,Madhav Motiram Pawar,HADGAON,IND,0,Graduate,"Rs 20,610 ~ 20 Thou+","Rs 18,600 ~ 18 Thou+"
2043,Madhav Rangnath Jadhav,AHMEDPUR,IND,0,10th Pass,,
2044,Madhav Rukhmaji Vaidya,PUSAD,Vanchit Bahujan Aaghadi,2,Post Graduate,"Rs 5,93,48,207 ~ 5 Crore+","Rs 45,00,000 ~ 45 Lacs+"
2045,Madhav Sopanrao Shinde,GANGAKHED,Rashtriya Maratha Party,0,10th Pass,"Rs 17,67,500 ~ 17 Lacs+","Rs 70,000 ~ 70 Thou+"
2046,Madhavrao Tukaram Phad,PATHRI,IND,0,Others,,
2047,Madhu Girgaonkar (Sagrolikar),DEGLUR (SC),IND,0,Graduate Professional,"Rs 3,01,50,699 ~ 3 Crore+","Rs 27,89,682 ~ 27 Lacs+"
2048,Madhukar Baburao (Babu) Kale,BARSHI,IND,0,12th Pass,"Rs 62,62,250 ~ 62 Lacs+","Rs 95,000 ~ 95 Thou+"
2049,Madhukar Ganpat Misal,KARMALA,IND,0,8th Pass,,
2050,Madhukar Maruti Gaykwad,VADGAON SHERI,IND,0,Literate,"Rs 3,35,000 ~ 3 Lacs+","Rs 1,50,000 ~ 1 Lacs+"
2051,Madhukar Padmakar Tribhuvan,AURANGABAD EAST,IND,0,12th Pass,"Rs 20,000 ~ 20 Thou+",Rs 0 ~
2052,Madhukar Padmakar Tribhuwan,AURANGABAD WEST (SC),IND,0,12th Pass,,
2053,Madhukar Raghunath Kendre,NANDED NORTH,IND,0,Graduate,"Rs 52,61,018 ~ 52 Lacs+","Rs 5,75,000 ~ 5 Lacs+"
2054,Madhukar Raju Rathod,PUSAD,IND,1,Graduate,"Rs 52,22,000 ~ 52 Lacs+","Rs 15,00,000 ~ 15 Lacs+"
2055,Madhukar Shankar Talpade,AKOLE (ST),IND,0,Graduate,,
2056,Madhukar Vishnu Biramane,WAI,IND,0,Graduate,"Rs 66,81,700 ~ 66 Lacs+","Rs 6,74,890 ~ 6 Lacs+"
2057,Madhuri Bhikaji Kamble,KOLHAPUR SOUTH,IND,0,8th Pass,"Rs 59,800 ~ 59 Thou+",Rs 0 ~
2058,Madhuri Satish Misal,PARVATI,BJP,0,Graduate,,
2059,Madhuri Vijendra Rajput,HINGNA,SUCI(C),0,Post Graduate,"Rs 40,371 ~ 40 Thou+",Rs 0 ~
2060,Madhuritai Arvind Suroshe,ARVI,IND,0,Graduate,"Rs 95,64,621 ~ 95 Lacs+","Rs 31,60,879 ~ 31 Lacs+"
2061,Mahadeo Basanna Koganure,SOLAPUR SOUTH,MNS,0,10th Pass,,
2062,Mahadeo Meghu Pawar,JAT,IND,0,Graduate Professional,"Rs 1,90,03,158 ~ 1 Crore+",Rs 0 ~
2063,Mahadeo Mulchand Patle,NAGPUR EAST,IND,0,12th Pass,"Rs 1,02,000 ~ 1 Lacs+","Rs 8,00,000 ~ 8 Lacs+"
2064,Mahadeo Shankar Lokhande,PARANDA,BSP,0,Others,,
2065,Mahadev Murgyappa Huchgond,JAT,IND,0,12th Pass,"Rs 2,30,000 ~ 2 Lacs+","Rs 66,000 ~ 66 Thou+"
2066,Mahadev Nagorao Bhandare,AHMEDPUR,IND,0,Illiterate,"Rs 42,000 ~ 42 Thou+",Rs 0 ~
2067,Mahadev Sahebarav Khengare,PURANDAR,IND,0,5th Pass,,
2068,Mahadev Sukdev Nirmal,MAJALGAON,IND,0,5th Pass,"Rs 54,77,000 ~ 54 Lacs+","Rs 1,70,000 ~ 1 Lacs+"
2069,Mahadev Suker Mangela,BELAPUR,Peoples Party of India (Democratic),0,Graduate Professional,"Rs 1,16,41,039 ~ 1 Crore+","Rs 4,80,000 ~ 4 Lacs+"
2070,Mahadu Laxman Suradkar,BHOKARDAN,IND,0,8th Pass,,
2071,Mahamad Toufik Mahamad Yusuf,NANDED NORTH,IND,0,10th Pass,"Rs 2,60,000 ~ 2 Lacs+",Rs 0 ~
2072,Mahananda Nagorao Motekar,BHOKAR,IND,0,12th Pass,"Rs 2,44,000 ~ 2 Lacs+",Rs 0 ~
2073,Mahant Vijay Acharyaji,AURANGABAD CENTRAL,IND,0,Graduate,,
2074,Maharudra Keshav Poplaitkar,NANDED SOUTH,IND,0,12th Pass,"Rs 68,41,600 ~ 68 Lacs+",Rs 0 ~
2075,Maheboob Ajij Shiakh,PAITHAN,Janhit Lokshahi Party,0,10th Pass,"Rs 1,02,59,000 ~ 1 Crore+","Rs 90,000 ~ 90 Thou+"
2076,Mahebub Ibrahim Shekh,ASHTI,NCP-Sharadchandra Pawar,5,Graduate Professional,,
2077,Mahebub Pasha Khurshid Ahmad Mulla,NILANGA,IND,0,Graduate,"Rs 28,57,303 ~ 28 Lacs+","Rs 5,20,300 ~ 5 Lacs+"
2078,Mahendra Dalvi S/O Atmaram Shankar Dalvi,ALIBAG,IND,0,5th Pass,"Rs 6,44,907 ~ 6 Lacs+",Rs 0 ~
2079,Mahendra Dalvi S/O Krushna Chahu Dalavi,ALIBAG,IND,0,Graduate,,
2080,Mahendra Dalvi S/O Vasant Raghoba Dalvi,ALIBAG,IND,0,8th Pass,"Rs 19,53,688 ~ 19 Lacs+",Rs 0 ~
2081,Mahendra Hari Dalvi,ALIBAG,Shiv Sena,1,8th Pass,"Rs 36,68,23,701 ~ 36 Crore+","Rs 4,41,98,153 ~ 4 Crore+"
2082,Mahendra Jayram Pawar,CHIPLUN,IND,0,10th Pass,,
2083,Mahendra Kishor Patel,MELGHAT (ST),IND,0,Literate,"Rs 1,01,000 ~ 1 Lacs+",Rs 0 ~
2084,Mahendra Manji Bhanushali,CHANDIVALI,MNS,3,10th Pass,"Rs 73,33,250 ~ 73 Lacs+","Rs 48,44,150 ~ 48 Lacs+"
2085,Mahesh (Dada) Kisan Landge,BHOSARI,BJP,2,Graduate Professional,,
2086,Mahesh Appa Sawant,ANUSHAKTI NAGAR,Peoples Party of India (Democratic),0,Post Graduate,"Rs 9,43,710 ~ 9 Lacs+",Rs 0 ~
2087,Mahesh Baldi,URAN,BJP,11,12th Pass,"Rs 50,27,26,526 ~ 50 Crore+","Rs 30,49,40,941 ~ 30 Crore+"
2088,Mahesh Baliram Sawant,MAHIM,Shiv Sena (Uddhav Balasaheb Thackeray),13,Graduate,,
2089,Mahesh Balu Biskite,MADHA,IND,1,Graduate,"Rs 18,90,500 ~ 18 Lacs+",Rs 0 ~
2090,Mahesh Dashrath Gaikwad,KALYAN EAST,IND,9,8th Pass,"Rs 4,64,75,200 ~ 4 Crore+","Rs 49,000 ~ 49 Thou+"
2091,Mahesh Dilip Chavan,PATAN,BSP,0,12th Pass,,
2092,Mahesh Farkase,KANDIVALI EAST,MNS,1,Others,"Rs 1,78,95,101 ~ 1 Crore+","Rs 79,65,446 ~ 79 Lacs+"
2093,Mahesh Ganpat Koli,URAN,Lokrajya Party,0,Graduate,"Rs 14,55,000 ~ 14 Lacs+","Rs 12,74,000 ~ 12 Lacs+"
2094,Mahesh Jagtap (Alias) Maharaj,PUNE CANTONMENT (SC),BSP,0,5th Pass,,
2095,Mahesh Kalyanrao Ninale,PHOLAMBARI,Vanchit Bahujan Aaghadi,0,Graduate Professional,"Rs 1,56,89,779 ~ 1 Crore+","Rs 47,15,340 ~ 47 Lacs+"
2096,Mahesh Laxmeenarayan Varma,JALGAON CITY,IND,0,12th Pass,"Rs 15,51,785 ~ 15 Lacs+",Rs 0 ~
2097,Mahesh Madhav Kamble,KOREGAON,IND,0,Graduate,,
2098,Mahesh Prakash Gaikwad,KALYAN EAST,IND,0,8th Pass,"Rs 5,07,97,753 ~ 5 Crore+","Rs 34,94,499 ~ 34 Lacs+"
2099,Mahesh Rajkumar Jirange,KARAD SOUTH,Rashtriya Samaj Paksha,0,12th Pass,"Rs 5,50,000 ~ 5 Lacs+","Rs 10,00,000 ~ 10 Lacs+"
2100,Mahesh Sambhajiraje Shinde,KOREGAON,Shiv Sena,2,Graduate Professional,,
2101,Mahesh Sharadrao Kale,ARVI,Bhim Sena,0,12th Pass,"Rs 15,000 ~ 15 Thou+",Rs 0 ~
2102,Maheshkumar Mahadev Kamble,MIRAJ (SC),All India Majlis-E-Ittehadul Muslimeen,2,Graduate,"Rs 1,26,20,000 ~ 1 Crore+","Rs 48,68,609 ~ 48 Lacs+"
2103,Mahindra Laxman Thorve,KARJAT,IND,0,5th Pass,,
2104,Mahipat Punjaji Vani,MEHKAR (SC),IND,1,8th Pass,"Rs 25,929 ~ 25 Thou+",Rs 0 ~
2105,Majahar Habib Khan,BEED,IND,0,8th Pass,"Rs 26,54,878 ~ 26 Lacs+","Rs 10,500 ~ 10 Thou+"
2106,Makarand Bhagavat Kamble,MIRAJ (SC),IND,0,Post Graduate,,
2107,Makhsud A. Razzaq Shaikh,BHOKAR,All India Majlis-E-Inquilab-E-Millat,0,5th Pass,"Rs 1,20,000 ~ 1 Lacs+",Rs 0 ~
2108,Makrand Laxmanrao Jadhav (Patil),WAI,NCP,0,Others,"Rs 5,43,10,333 ~ 5 Crore+","Rs 29,27,630 ~ 29 Lacs+"
2109,Malekar Satish Murlidhar,BALLARPUR,Vanchit Bahujan Aaghadi,0,Post Graduate,,
2110,Malhari Gulab Patole,SOLAPUR CITY NORTH,IND,0,10th Pass,"Rs 14,02,000 ~ 14 Lacs+",Rs 0 ~
2111,Mali Parshuram Tukaram,PALUS-KADEGAON,IND,1,5th Pass,"Rs 10,26,500 ~ 10 Lacs+",Rs 0 ~
2112,Malik Khushnood Malik Mahemood Ahmad,SION KOLIWADA,IND,0,8th Pass,,
2113,Mallinath Sharnappa Patil,AKKALKOT,MNS,1,Post Graduate,"Rs 54,06,564 ~ 54 Lacs+","Rs 36,401 ~ 36 Thou+"
2114,Malti Dinkar Valvi,NANDURBAR (ST),IND,1,Graduate,"Rs 60,000 ~ 60 Thou+",Rs 0 ~
2115,Mamta Bhikari Tadvi Alias Mumtaj,JALGAON CITY,Vikas India Party,0,10th Pass,,
2116,Mamta Deepak Wankhade,KALYAN WEST,BSP,0,Illiterate,"Rs 8,97,994 ~ 8 Lacs+",Rs 0 ~
2117,Mamta Ramfer Sharma,DAHISAR,IND,0,Graduate,"Rs 27,500 ~ 27 Thou+",Rs 0 ~
2118,Manda Mhatre,BELAPUR,IND,0,5th Pass,,
2119,Manda Vijay Mhatre,BELAPUR,BJP,3,5th Pass,"Rs 9,29,47,555 ~ 9 Crore+",Rs 0 ~
2120,Mandar Eknath Gavand,ALIBAG,IND,0,12th Pass,"Rs 1,60,650 ~ 1 Lacs+","Rs 51,000 ~ 51 Thou+"
2121,Mane Pravin Dasharath,INDAPUR,IND,1,12th Pass,,
2122,Mane Yashwant Vitthal,MOHOL (SC),NCP,0,Graduate,"Rs 4,63,11,831 ~ 4 Crore+",Rs 0 ~
2123,Mangal Parshuram Patil,PEN,Abhinav Bharat Party,0,12th Pass,"Rs 7,99,485 ~ 7 Lacs+","Rs 1,51,525 ~ 1 Lacs+"
2124,Mangal Prabhat Lodha,MALABAR HILL,BJP,2,Graduate Professional,,
2125,Mangal Vilas Bhujbal,AHMEDNAGAR CITY,IND,0,Post Graduate,"Rs 2,11,53,900 ~ 2 Crore+","Rs 25,57,000 ~ 25 Lacs+"
2126,Mangala Satish Bhandari,CHANDWAD,IND,1,Graduate,"Rs 61,72,888 ~ 61 Lacs+","Rs 29,20,000 ~ 29 Lacs+"
2127,Mangala Vinod Thak,HINGANGHAT,IND,0,Graduate,,
2128,Mangaldas Tukaram Nikalje,BARAMATI,Vanchit Bahujan Aaghadi,1,12th Pass,"Rs 1,86,470 ~ 1 Lacs+","Rs 47,000 ~ 47 Thou+"
2129,Mangesh Gajanan Gadge,BALAPUR,MNS,3,Post Graduate,"Rs 12,00,000 ~ 12 Lacs+","Rs 12,000 ~ 12 Thou+"
2130,Mangesh Hiraman Gedam,RAJURA,Peoples Party of India (Democratic),0,12th Pass,,
2131,Mangesh Kailas Chavan,CHALISGAON,IND,0,8th Pass,"Rs 51,000 ~ 51 Thou+",Rs 0 ~
2132,Mangesh Nagnath Elekar,LATUR CITY,IND,1,12th Pass,"Rs 25,20,000 ~ 25 Lacs+",Rs 0 ~
2133,Mangesh Narayanrao Kadam,DEGLUR (SC),IND,0,Graduate,,
2134,Mangesh Ramesh Chavan,CHALISGAON,BJP,8,12th Pass,"Rs 18,65,12,698 ~ 18 Crore+","Rs 11,26,70,848 ~ 11 Crore+"
2135,Mangesh Ramesh Kumavat,AURANGABAD CENTRAL,IND,0,Post Graduate,"Rs 41,34,814 ~ 41 Lacs+","Rs 13,74,815 ~ 13 Lacs+"
2136,Mangesh Sanjay Sable,PHOLAMBARI,IND,7,Graduate,,
2137,Mangesh Vitthalrao Borwar,ACHALPUR,IND,0,12th Pass,"Rs 1,64,000 ~ 1 Lacs+",Rs 0 ~
2138,Mango Pundlik Pagare,PACHORA,Bahujan Maha Party,0,Graduate,"Rs 30,000 ~ 30 Thou+","Rs 50,000 ~ 50 Thou+"
2139,Manish Alias Manohar Subhashrao Jadhao,PUSAD,Swabhimani Paksha,0,Graduate,,
2140,Manish Prakash Raut,ANDHERI EAST,Bahujan Vikas Aaghadi,0,10th Pass,"Rs 2,04,37,773 ~ 2 Crore+","Rs 5,58,113 ~ 5 Lacs+"
2141,Manish Ranjan Pawar,KARANJA,Bhartiya Jan Samrat Party,0,Others,"Rs 13,17,000 ~ 13 Lacs+",Rs 0 ~
2142,Manish Subhash Gaikwad,SOLAPUR CITY CENTRAL,IND,0,12th Pass,,
2143,Manish Subhash Gaikwad,SOLAPUR SOUTH,IND,0,12th Pass,"Rs 12,80,000 ~ 12 Lacs+",Rs 0 ~
2144,Manisha Anil Bhil,DHULE RURAL,Bharat Adivasi Party,0,Graduate,"Rs 7,05,000 ~ 7 Lacs+","Rs 10,000 ~ 10 Thou+"
2145,Manisha Kharat,AURANGABAD WEST (SC),IND,2,Graduate,,
2146,Manisha Ravindra Waikar,JOGESHWARI EAST,Shiv Sena,1,Graduate,"Rs 55,86,07,442 ~ 55 Crore+","Rs 4,37,65,574 ~ 4 Crore+"
2147,Manisha Rohidas Thakare,BHIWANDI RURAL (ST),IND,0,Graduate,"Rs 6,59,440 ~ 6 Lacs+",Rs 0 ~
2148,Manisha Subhash Rathod,KANNAD,IND,1,12th Pass,,
2149,Manju Hiralal Nimbalkar,NILANGA,Vanchit Bahujan Aaghadi,0,12th Pass,"Rs 4,27,68,500 ~ 4 Crore+","Rs 75,00,000 ~ 75 Lacs+"
2150,Manjula Tulshiram Gavit,SAKRI (ST),Shiv Sena,0,Graduate,"Rs 7,98,31,507 ~ 7 Crore+","Rs 6,67,735 ~ 6 Lacs+"
2151,Manjur Shaikh Chand Sahab Shaikh,MAJALGAON,Vanchit Bahujan Aaghadi,2,10th Pass,,
2152,Manjusha Raju Tirpude,UMARKHED (SC),IND,0,Graduate Professional,"Rs 32,87,000 ~ 32 Lacs+","Rs 11,91,941 ~ 11 Lacs+"
2153,Manohar Aanna Sasane,PACHORA,IND,0,10th Pass,"Rs 2,89,000 ~ 2 Lacs+","Rs 50,000 ~ 50 Thou+"
2154,Manohar Anandrao Patil,AUSA,IND,0,12th Pass,,
2155,Manohar Bhoir,URAN,IND,0,5th Pass,"Rs 29,87,273 ~ 29 Lacs+",Rs 0 ~
2156,Manohar Chimaji Chalak,GEORAI,IND,0,Literate,"Rs 6,95,361 ~ 6 Lacs+",Rs 0 ~
2157,Manohar Gajanan Bhoir,URAN,Shiv Sena (Uddhav Balasaheb Thackeray),2,12th Pass,,
2158,Manohar Gopal Jadhav,COLABA,IND,2,10th Pass,"Rs 25,66,792 ~ 25 Lacs+",Rs 0 ~
2159,Manohar Kedari Raibage,DHARAVI (SC),BSP,0,Others,"Rs 14,59,43,632 ~ 14 Crore+","Rs 83,11,382 ~ 83 Lacs+"
2160,Manohar Krishna Madhavi (M.K.),AIROLI,Shiv Sena (Uddhav Balasaheb Thackeray),8,8th Pass,,
2161,Manohar Panjabarao Masaram,ARNI (ST),IND,0,Graduate Professional,"Rs 1,50,12,000 ~ 1 Crore+",Rs 0 ~
2162,Manohar Shioprasad Kharole,BHANDARA (SC),IND,0,10th Pass,"Rs 11,50,000 ~ 11 Lacs+",Rs 0 ~
2163,Manohar Shrimant Narote,SOLAPUR SOUTH,IND,0,10th Pass,,
2164,Manohar Tulshiram Poreti,GADCHIROLI (ST),INC,0,12th Pass,"Rs 61,84,604 ~ 61 Lacs+",Rs 0 ~
2165,Manoj Bhaskar Garbade,PIMPRI (SC),Vanchit Bahujan Aaghadi,1,12th Pass,"Rs 7,20,000 ~ 7 Lacs+",Rs 0 ~
2166,Manoj Bhimrao Ghorpade,KARAD NORTH,BJP,2,Graduate,,
2167,Manoj Dashrath Sangole,NAGPUR NORTH (SC),BSP,3,Others,"Rs 1,23,24,805 ~ 1 Crore+",Rs 0 ~
2168,Manoj Dharma Atram,BALLARPUR,Gondvana Gantantra Party,0,12th Pass,"Rs 1,23,50,000 ~ 1 Crore+","Rs 1,36,000 ~ 1 Lacs+"
2169,Manoj Gopichand Lade,CHANDRAPUR (SC),BSP,0,Graduate Professional,,
2170,Manoj Keshavrao Pawar,KANNAD,IND,0,Graduate,"Rs 12,85,52,260 ~ 12 Crore+","Rs 2,38,51,880 ~ 2 Crore+"
2171,Manoj Kothuji Bawane,RAMTEK,IND,0,Graduate,"Rs 32,60,000 ~ 32 Lacs+",Rs 0 ~
2172,Manoj Laxman Wackchawre,DHARAVI (SC),Aapki Apni Party (Peoples),0,10th Pass,,
2173,Manoj Mahadevarao Gedam,YAVATMAL,IND,0,8th Pass,"Rs 1,25,000 ~ 1 Lacs+",Rs 0 ~
2174,Manoj Maruti Pawar,WADALA,IND,0,Graduate Professional,"Rs 60,00,000 ~ 60 Lacs+",Rs 0 ~
2175,Manoj Mohan Gaikwad,WADALA,Republican Sena,2,12th Pass,,
2176,Manoj Motiram Khadse,WASHIM (SC),IND,0,Graduate,"Rs 1,60,000 ~ 1 Lacs+",Rs 0 ~
2177,Manoj Nayak,ANDHERI EAST,Right to Recall Party,0,10th Pass,"Rs 38,65,100 ~ 38 Lacs+",Rs 0 ~
2178,Manoj Pandurang Jamsutkar,BYCULLA,Shiv Sena (Uddhav Balasaheb Thackeray),0,12th Pass,,
2179,Manoj Ramdas Gaurkhede,NAGPUR WEST,Bharatiya Yuva Jan Ekta Party,0,Graduate,"Rs 93,000 ~ 93 Thou+","Rs 5,33,000 ~ 5 Lacs+"
2180,Manoj Satish Mane,HADAPSAR,Rashtriya Samaj Paksha,1,Graduate Professional,"Rs 1,13,95,000 ~ 1 Crore+","Rs 61,00,000 ~ 61 Lacs+"
2181,Manoj Suresh Morse,ACHALPUR,IND,0,Graduate,,
2182,Manoj Tukaram Shinde,KOPRI-PACHPAKHADI,IND,4,10th Pass,"Rs 21,54,15,951 ~ 21 Crore+",Rs 0 ~
2183,Manoj Waman Gulvi,BHIWANDI EAST,MNS,5,Graduate,"Rs 2,23,22,809 ~ 2 Crore+","Rs 30,00,000 ~ 30 Lacs+"
2184,Manojsingh Gond Madavi,CHIMUR,IND,0,Graduate,,
